"name","movie_duration","movie_year","genres","countries"
"Sex и философия",105,2005,"[мелодрама]","[Франция, Иран, Таджикистан]"
"Второй хор",84,1940,"[мюзикл, мелодрама, комедия]","[США]"
"Натали",105,2003,"[драма]","[Франция, Испания]"
"Обет молчания",85,2003,"[триллер, драма, мелодрама, детектив]","[Франция]"
"Чти отца своего",103,2002,"[драма]","[Франция, Канада, Великобритания, Швейцария]"
"Нечестная конкуренция",110,2001,"[драма, военный]","[Италия, Франция]"
"Зависть богов",134,2000,"[драма, мелодрама]","[Россия]"
"Мост меж двух берегов",95,1999,"[драма, мелодрама]","[Франция]"
"Красотки",90,1998,"[мелодрама, комедия]","[Франция]"
"Токийский зомби",103,2005,"[ужасы, боевик, комедия]","[Япония]"
"Три разбойника",75,2007,"[мультфильм, комедия, криминал, семейный]","[Германия]"
"Городская собака",100,2004,"[фэнтези, мелодрама, комедия]","[Таиланд]"
"Опасная профессия",105,1996,"[драма]","[Франция]"
"Вероника решила умереть",103,2005,"[драма]","[Япония]"
"Между ангелом и бесом",110,1995,"[фэнтези, мелодрама, комедия, криминал]","[Франция]"
"Элиза",115,1994,"[драма]","[Франция]"
"Есть мечты – будут и путешествия",86,2007,"[драма, мелодрама]","[США]"
"Машина",92,1994,"[фантастика, триллер]","[Франция, Германия]"
"Полковник Шабер",110,1994,"[драма, мелодрама, военный, история]","[Франция]"
"Жерминаль",160,1993,"[драма, мелодрама]","[Франция, Бельгия, Италия]"
"Увы, мне...",95,1993,"[драма, комедия]","[Франция, Швейцария]"
"Все утра мира",115,1991,"[драма, мелодрама, биография, музыка]","[Франция]"
"Мой отец – мой герой",140,1991,"[драма, комедия]","[Франция]"
"Спасибо, жизнь",117,1990,"[драма]","[Франция]"
"Ведьма",79,2006,"[ужасы]","[Россия]"
"Они",77,2006,"[ужасы, триллер]","[Франция, Румыния]"
"Женщины",133,1939,"[драма, комедия]","[США]"
"Фанаты",90,2008,"[драма, комедия, приключения]","[США]"
"Сирано де Бержерак",137,1990,"[драма, мелодрама, комедия, биография, история]","[Франция]"
"Слишком красивая для тебя",91,1989,"[драма, мелодрама, комедия]","[Франция]"
"Двое",113,1988,"[драма, мелодрама]","[Франция]"
"Камилла Клодель",158,1988,"[драма, мелодрама, биография, история]","[Франция]"
"Странное место для встречи",100,1988,"[драма, мелодрама]","[Франция]"
"Беглецы",95,1986,"[комедия, криминал]","[Франция]"
"Вечернее платье",84,1986,"[драма, комедия, криминал]","[Франция]"
"Берег левый, берег правый",96,1984,"[драма]","[Франция]"
"Замена",93,2007,"[ужасы, фантастика, фэнтези, комедия]","[Дания]"
"Папаши",92,1983,"[комедия, криминал]","[Франция]"
"Луна в сточной канаве",137,1983,"[драма]","[Франция, Италия]"
"Дантон",139,1982,"[драма, биография, история]","[Франция, Польша]"
"Дамы и господа... THE ROLLING STONES",90,1973,"[документальный, музыка]","[США]"
"Возвращение Мартина Герра",122,1982,"[драма, мелодрама, криминал, детектив, биография, история]","[Франция]"
"Невезучие",91,1981,"[комедия, криминал, приключения]","[Франция, Мексика, Мальта]"
"Выбор оружия",135,1981,"[драма, криминал]","[Франция]"
"Я вас люблю",105,1980,"[драма, мелодрама, комедия]","[Франция]"
"Инспектор-разиня",100,1980,"[комедия, криминал]","[Франция]"
"Лулу",110,1980,"[драма, мелодрама]","[Франция]"
"Мой американский дядюшка",125,1980,"[драма, мелодрама, комедия]","[Франция]"
"Ранчо",83,2008,"[ужасы, триллер]","[США]"
"Холодные закуски",89,1979,"[драма, комедия, криминал]","[Франция]"
"Приготовьте ваши носовые платки",108,1977,"[драма, мелодрама, комедия]","[Франция, Бельгия]"
"Прощай, самец",114,1978,"[фэнтези, драма, мелодрама, комедия]","[Италия, Франция]"
"Любовь на троих",93,2005,"[мелодрама, комедия, криминал]","[Франция]"
"Скажите ей, что я ее люблю",107,1977,"[триллер, драма, мелодрама, детектив]","[Франция]"
"Пламенеющие создания",45,1963,"[драма]","[США]"
"Барокко",110,1976,"[триллер, драма, мелодрама, криминал]","[Франция]"
"Любовница-хозяйка",112,1975,"[драма, мелодрама]","[Франция]"
"Последняя женщина",112,1976,"[драма]","[Франция, Италия]"
"Я тебя люблю, я тоже не люблю",89,1976,"[драма]","[Франция]"
"Венсан, Франсуа, Поль и другие",118,1974,"[драма]","[Франция, Италия]"
"Ставиский",120,1974,"[драма, биография]","[Франция, Италия]"
"Вальсирующие",116,1974,"[драма, комедия]","[Франция]"
"Гаспары",94,1973,"[фэнтези, комедия, приключения]","[Франция, Бельгия]"
"Двое в городе",100,1973,"[драма, криминал]","[Франция, Италия]"
"Вой 6 (видео)",102,1991,"[ужасы, драма, комедия]","[Великобритания]"
"Вой 5: Возрождение (видео)",96,1989,"[ужасы]","[Великобритания]"
"Вой 7: Восход новой луны (видео)",90,1995,"[ужасы]","[Великобритания]"
"Вой 4 (видео)",94,1988,"[ужасы]","[Великобритания]"
"Немного солнца в холодной воде",110,1971,"[драма, мелодрама]","[Франция, Италия]"
"Внутри моей памяти",90,2003,"[фантастика, триллер, детектив]","[Великобритания, США]"
"Последняя ночь",95,1998,"[фантастика, драма, мелодрама, комедия]","[Канада, Франция]"
"Экзотика",103,1994,"[драма, детектив]","[Канада]"
"Потерянный принц (ТВ)",180,2002,"[драма, биография]","[Великобритания, США]"
"В глубине",101,2000,"[фэнтези, драма, мелодрама, детектив]","[Канада, Германия]"
"Раскрепощение",100,1994,"[драма, комедия]","[США]"
"Агент",95,1991,"[боевик, триллер, криминал]","[США, Канада]"
"Динозавр Ми-ши: Хозяин озера",95,2005,"[фэнтези, приключения, семейный]","[Великобритания, Германия]"
"Здесь на Земле",96,2000,"[драма, мелодрама]","[США]"
"Пассажир 57",90,1992,"[боевик, триллер, криминал]","[США]"
"Винил",70,1965,"[фантастика]","[США]"
"Поцелуй",50,1963,,"[США]"
"Дикая орхидея",111,1989,"[драма, мелодрама]","[США]"
"Голубая бабочка",97,2004,"[драма, приключения]","[Канада, США, Великобритания]"
"Собиратель костей",90,1998,"[ужасы, триллер, криминал]","[Канада, США]"
"Лики смерти 4",90,1990,"[документальный, ужасы]","[США, Япония]"
"Сатана",95,2007,"[драма, криминал]","[Колумбия, Мексика]"
"Путешествие Фелиции",116,1999,"[триллер, драма]","[Канада, Великобритания]"
"Календарь",74,1993,"[драма, мелодрама, комедия]","[Армения, Канада, Германия]"
"Страховой агент",102,1991,"[драма, комедия]","[Канада]"
"Роли с текстом",93,1989,"[драма]","[Канада]"
"Защита от дурака",94,2003,"[боевик, триллер, комедия, криминал]","[Канада]"
"Когда наступает ночь",94,1995,"[драма, мелодрама]","[Канада]"
"Скорпион",114,1973,"[боевик, триллер, драма]","[США]"
"Синоби",107,2005,"[фэнтези, боевик, драма, мелодрама]","[Япония]"
"Татуированная роза",117,1955,"[драма, мелодрама, комедия]","[США]"
"Миссис Дэллоуэй",97,1997,"[драма, мелодрама]","[Великобритания, США, Нидерланды]"
"Воробей",106,1993,"[драма]","[Италия, Япония]"
"Синг-Синг",117,1983,"[комедия]","[Италия]"
"Морган: Подходящий клинический случай",97,1966,"[фэнтези, драма, комедия]","[Великобритания]"
"Четвертый протокол",114,1987,"[триллер]","[Великобритания]"
"Во всем виноват Рио",100,1983,"[мелодрама, комедия]","[США]"
"Романтичная англичанка",116,1975,"[драма, комедия]","[Великобритания, Франция]"
"Дешевое чтиво",95,1972,"[триллер, драма, комедия, криминал, детектив]","[Великобритания]"
"Убрать Картера",107,1971,"[триллер, криминал]","[Великобритания]"
"Итальянская работа",99,1969,"[боевик, триллер, комедия, криминал]","[Великобритания]"
"Грязная игра",118,1969,"[драма, приключения, военный]","[Великобритания]"
"Смертельное падение",120,1968,"[драма, криминал]","[Великобритания]"
"Похороны в Берлине",102,1966,"[триллер]","[Великобритания, США]"
"Досье Ипкресс",109,1965,"[триллер, криминал]","[Великобритания]"
"День, когда загорелась Земля",98,1961,"[фантастика, драма, мелодрама]","[Великобритания]"
"Логика измены",91,2002,"[драма, мелодрама]","[США]"
"Дантист",92,1996,"[ужасы, триллер]","[США]"
"Графиня из Гонконга",120,1967,"[мелодрама, комедия]","[Великобритания]"
"Мамочка-маньячка-убийца",95,1994,"[триллер, комедия, криминал]","[США]"
"Человек на Луне",99,1991,"[драма, мелодрама]","[США]"
"Триплексоголик",60,2005,"[аниме, мультфильм, фэнтези, триллер, драма, комедия, детектив]","[Япония]"
"Король в Нью-Йорке",105,1957,"[драма, комедия]","[Великобритания]"
"Призрак оперы",99,1998,"[ужасы]","[Италия]"
"Чернокнижник 2: Армагеддон",98,1993,"[ужасы, фэнтези]","[США]"
"Легенда о вампире",93,1992,"[ужасы, фэнтези, триллер, драма, мелодрама]","[Великобритания]"
"Огни рампы",137,1952,"[драма, музыка]","[США]"
"Мужья и любовники",91,1991,"[драма]","[Италия]"
"Полтергейст 2: Обратная сторона",91,1986,"[ужасы]","[США]"
"Месье Верду",119,1947,"[драма, комедия, криминал]","[США]"
"Бойцовский клуб",137,2006,"[боевик, комедия]","[Индия]"
"Осажденная крепость",82,2006,"[документальный]","[Франция, Канада]"
"Любовники",103,1991,"[драма, мелодрама, криминал]","[Испания]"
"Любители неприятностей",107,1994,"[комедия, семейный, вестерн]","[Италия, Германия, США]"
"Снежный день",89,2000,"[комедия, приключения, семейный]","[США]"
"Тень во мраке",82,2003,"[ужасы, триллер]","[США]"
"Загадай желание (ТВ)",90,1996,"[фэнтези, комедия, семейный]","[США]"
"Люди искусства",78,1928,"[мелодрама, комедия]","[США]"
"Пиньята: Остров демона (видео)",85,2002,"[ужасы, триллер]","[США]"
"Ядовитый плющ: Новое совращение (видео)",95,1997,"[триллер, драма]","[США]"
"Порочные губы",84,1986,"[ужасы, фантастика, музыка]","[США]"
"Студенческий угар",90,2001,"[драма, мелодрама, комедия, спорт]","[США]"
"Мэдисон",99,2005,"[драма, спорт]","[США]"
"Цирк",71,1928,"[мелодрама, комедия]","[США]"
"Американская история 3: Сокровища острова Манхэттен (видео)",96,1998,"[мультфильм, приключения, семейный]","[США]"
"Американская история 4: Загадка ночи (видео)",78,1999,"[мультфильм, детектив, приключения, семейный]","[США]"
"Мальчишник наоборот",95,1995,"[комедия]","[США]"
"Парижанка",78,1923,"[драма, мелодрама]","[США]"
"Маскарад",88,1988,"[триллер, драма, мелодрама, криминал]","[США]"
"Манекен",90,1987,"[фэнтези, мелодрама, комедия]","[США]"
"Ограбление",109,1985,"[комедия, криминал]","[Франция, Канада]"
"Полицейская академия",92,1984,"[комедия]","[США]"
"Глядя друг на друга",102,1982,"[драма, биография, история]","[Венгрия]"
"Подкоп в Китай",98,1997,"[драма]","[США]"
"Тела студентов",85,1981,"[ужасы, комедия]","[США]"
"Только ты",85,1992,"[мелодрама, комедия]","[США]"
"Бумажные солдаты",88,2002,"[боевик, комедия, криминал]","[США]"
"Каффс",102,1991,"[боевик, комедия, криминал]","[США]"
"Зодчий теней",120,1998,"[ужасы, триллер]","[США, Канада]"
"Над законом",99,1988,"[боевик, триллер, драма, криминал]","[США]"
"Генри: Портрет серийного убийцы",83,1986,"[триллер, драма, криминал, биография]","[США]"
"Лучше, чем шоколад",102,1999,"[драма, мелодрама, комедия]","[Канада]"
"Смертельный транс",89,2005,"[фэнтези, боевик, приключения]","[Япония, США]"
"Обречённые сердца",180,2006,"[драма]","[США]"
"Малыш",68,1921,"[драма, комедия, семейный]","[США]"
"Друзья жениха",85,2001,"[комедия]","[ЮАР, США]"
"Саблезубая тварь (видео)",92,2007,"[ужасы, триллер]","[США]"
"Неслучайные знакомые",163,2005,"[мюзикл, триллер, драма, мелодрама]","[Индия]"
"Без вины виноватый",87,1998,"[боевик, триллер, комедия]","[Германия, США]"
"Таинственное свидание",97,1991,"[триллер, мелодрама, комедия, криминал]","[США]"
"Десять",94,2002,"[драма]","[Иран, США, Франция]"
"Ангелы-хранители",87,1988,"[ужасы, фантастика, боевик, триллер]","[Канада]"
"Восток-Запад",121,1999,"[драма, мелодрама, история]","[Франция, Россия, Украина, Болгария, Испания]"
"Пола Х",110,1999,"[драма, мелодрама]","[Франция, Швейцария, Германия, Япония]"
"Любимая теща",102,1999,"[комедия]","[Франция]"
"Ветер в ночи",95,1999,"[драма]","[Франция, Италия, Швейцария]"
"Вандомская площадь",117,1998,"[драма, криминал]","[Франция]"
"Генеалогия преступления",103,1997,"[драма, криминал]","[Франция, Португалия]"
"Воры",117,1996,"[драма, мелодрама, криминал]","[Франция]"
"Партия в шахматы",106,1994,"[драма]","[Бельгия, Франция, Швейцария]"
"Любимое время года",130,1993,"[драма, комедия]","[Франция]"
"Индокитай",153,1992,"[драма, мелодрама]","[Франция]"
"Слова и музыка",109,1984,"[драма, мелодрама, музыка]","[Франция, Канада]"
"Африканец",101,1983,"[комедия, приключения]","[Франция]"
"Шок",100,1982,"[боевик, триллер, мелодрама, криминал]","[Франция]"
"Отель «Америка»",95,1981,"[драма, мелодрама]","[Франция]"
"За нас двоих",112,1979,"[мелодрама, криминал]","[Франция, Канада]"
"Потерянная душа",100,1976,"[драма, детектив]","[Италия, Франция]"
"Дикарь",107,1975,"[драма, мелодрама, комедия, приключения]","[Франция, Италия]"
"Не трогай белую женщину",105,1973,"[комедия, вестерн, биография]","[Франция, Италия]"
"Слегка беременный",92,1973,"[комедия]","[Франция, Италия]"
"Шпик",98,1972,"[боевик, триллер, криминал]","[Франция, Италия]"
"Сука",100,1972,"[драма, мелодрама]","[Италия, Франция]"
"Такое случается только с другими",90,1971,"[драма]","[Франция, Италия]"
"Ослиная шкура",86,1970,"[мюзикл, фэнтези, драма, мелодрама, семейный]","[Франция]"
"Тристана",105,1970,"[драма]","[Испания, Италия, Франция]"
"Смятение",103,1968,"[драма, мелодрама]","[Франция, Италия]"
"Бенжамен, или Дневник девственника",90,1967,"[комедия]","[Франция]"
"Дневная красавица",101,1967,"[драма]","[Франция, Италия]"
"Охота на мужчину",91,1964,"[комедия]","[Франция, Италия]"
"Распутницы",105,2001,"[комедия]","[Франция]"
"Солнце неспящих",123,1992,"[драма, криминал]","[Грузия]"
"100 глаз Ларса фон Триера",56,2000,"[документальный]","[Дания]"
"История Мари и Жюльена",150,2003,"[фэнтези, драма, мелодрама, детектив]","[Франция, Италия]"
"Заблудившиеся",95,2003,"[драма, мелодрама, военный]","[Франция, Великобритания]"
"Репетиция",96,2001,"[драма]","[Франция, Канада]"
"Рождественский пирог",106,1999,"[драма, комедия]","[Франция]"
"Нелли и месье Арно",106,1995,"[драма]","[Франция, Италия, Германия]"
"Ад",100,1993,"[драма, криминал]","[Франция]"
"Ледяное сердце",105,1992,"[драма, мелодрама]","[Франция]"
"Я не целуюсь",110,1991,"[драма]","[Франция, Италия]"
"Очаровательная проказница",240,1991,"[драма]","[Франция, Швейцария]"
"Путешествие капитана Фракасса",132,1990,"[комедия, приключения, история]","[Франция, Италия]"
"Налево от лифта",83,1988,"[комедия]","[Франция]"
"Первые желания",93,1983,"[драма, мелодрама, для взрослых]","[Франция, Германия (ФРГ)]"
"Кто грохнул Памелу?",92,2003,"[комедия]","[Франция]"
"Церемония",112,1995,"[триллер, драма, криминал, детектив]","[Франция, Германия]"
"Одинокая девушка",90,1995,"[драма]","[Франция]"
"Холодная вода",92,1994,"[драма]","[Франция]"
"Похождения молодого Дон Жуана",95,1986,"[комедия]","[Франция, Италия]"
"Маленькая черная книжка",111,2004,"[драма, мелодрама, комедия]","[США]"
"Белый дворец",103,1990,"[драма, мелодрама]","[США]"
"Малолетний вампир",89,1987,"[ужасы, мелодрама, комедия]","[США]"
"Время убивать",110,1989,"[драма, военный]","[Италия, Франция]"
"Птаха",120,1984,"[драма, военный]","[США]"
"Техносекс",85,2002,"[фантастика, драма, мелодрама, комедия]","[США, Германия, Великобритания]"
"Возможные миры",93,2000,"[фантастика, драма, криминал, детектив]","[Канада]"
"Ох, уж эти детки! (сериал 1991 – 2004)",22,1991,"[мультфильм, фэнтези, комедия, приключения, семейный]","[США]"
"Эдвард II",87,1991,"[драма, история]","[Великобритания, Япония]"
"Сад",88,1990,"[драма]","[Великобритания, Германия, Япония]"
"Карнавал (сериал 2003 – 2005)",55,2003,"[фэнтези, триллер, драма, детектив]","[США]"
"На Англию прощальный взгляд",87,1988,"[драма]","[Великобритания, Германия (ФРГ)]"
"Блю",79,1993,"[драма, биография]","[Великобритания, Япония]"
"Витгенштейн",90,1993,"[драма, комедия, биография]","[Великобритания, Япония]"
"Зов плоти",79,1997,"[мелодрама, комедия]","[США]"
"Нью-Джек-Сити",97,1990,"[боевик, триллер, драма, криминал]","[США]"
"Свит Свитбэк: Песня мерзавца",97,1971,"[триллер, драма, криминал]","[США]"
"Преступление и наказание по-американски",100,2000,"[триллер, драма]","[США]"
"Последний гарем",107,1999,"[драма, история]","[Италия, Франция, Турция]"
"Колония",93,1997,"[фантастика, боевик, триллер, комедия]","[США]"
"Охотник за пришельцами",92,2003,"[фантастика, боевик, триллер, приключения]","[США, Болгария]"
"Потрошитель",95,2002,"[ужасы, триллер, драма, криминал, биография]","[Великобритания, США]"
"Мальчики и девочки",94,2000,"[драма, мелодрама, комедия]","[США]"
"Принцесса",90,2006,"[мультфильм, боевик, триллер, драма]","[Дания, Германия]"
"Взрыв",105,1997,"[боевик]","[США]"
"Первый рыцарь при дворе Аладдина (видео)",89,1997,"[приключения, семейный]","[США]"
"Просто праздник какой-то!",92,2003,"[драма, комедия]","[США]"
"Переполох в общаге",96,2003,"[мелодрама, комедия, криминал, детектив]","[США]"
"Майор Пэйн",95,1995,"[комедия]","[США]"
"История моего лета",82,1994,"[комедия, семейный]","[США]"
"Парни из женской общаги",93,2002,"[комедия]","[США]"
"Ледяное безмолвие",95,1993,"[боевик, триллер]","[США, Канада]"
"Три ниндзя",96,1992,"[комедия, семейный, боевик, спорт]","[США]"
"Крепкие орешки",83,1990,"[ужасы, боевик, триллер, комедия]","[США]"
"Тривиальное чтиво",82,1997,"[комедия, криминал]","[США]"
"Гордость",104,2007,"[драма, семейный, спорт]","[Германия, США]"
"Последние дни диско",114,1998,"[драма, мелодрама, комедия, музыка]","[США]"
"Гуммо",89,1997,"[драма]","[США]"
"Ярмарка тщеславия",135,2004,"[драма]","[США, Великобритания, Индия]"
"Переступить черту",136,2005,"[драма, мелодрама, биография, музыка]","[США, Германия]"
"Вольфсбург",90,2003,"[драма]","[Германия]"
"Белый медведь",90,1998,"[боевик, триллер]","[Германия]"
"Тайна Мунакра",103,2008,"[фэнтези, мелодрама, приключения, семейный]","[Венгрия, Великобритания, Франция, Австралия, США, Новая Зеландия]"
"Убийство китайского букмекера",135,1976,"[драма, криминал]","[США]"
"Укради моё сердце",90,2007,"[комедия, семейный, музыка]","[США]"
"Минни и Московитц",114,1971,"[драма, мелодрама, комедия]","[США]"
"Тени",87,1959,"[драма]","[США]"
"Жуки",93,2001,"[ужасы, фантастика, триллер]","[США]"
"Глазами убийцы",93,1999,"[драма, комедия]","[Бельгия]"
"Выход в красное",97,1996,"[триллер, драма, мелодрама]","[США]"
"Гензель и Гретель",89,2002,"[фэнтези, триллер, комедия, семейный]","[США]"
"В огне",97,2001,"[боевик, триллер, драма]","[США]"
"Ночной охотник",95,2002,"[ужасы, криминал]","[США]"
"Шлюха",92,1991,"[драма]","[США, Великобритания]"
"Пуленепробиваемый",93,1988,"[боевик]","[США]"
"Проект А",100,1983,"[боевик, комедия]","[Гонконг]"
"Дон Кихот",83,2007,"[мультфильм, семейный]","[Испания, Италия]"
"Частная школа",89,1983,"[мелодрама, комедия]","[США]"
"Рай",90,1982,"[мелодрама, приключения]","[Канада]"
"Семь человек-невидимок",119,2005,"[драма]","[Литва, Франция, Португалия, Нидерланды]"
"Нил и Никки",122,2005,"[мюзикл, мелодрама, комедия]","[Индия]"
"Снежный человек",87,2006,"[комедия]","[США]"
"Тяжелый случай (видео)",97,2006,"[триллер, драма, криминал]","[США]"
"Любимчик",125,2004,"[мюзикл, драма, биография, музыка]","[США, Великобритания]"
"Щелкунчик",92,1993,"[фэнтези, семейный, музыка]","[США]"
"Братья Крэй",119,1990,"[триллер, драма, криминал, биография]","[Великобритания]"
"Киборг 2: Стеклянная тень (видео)",99,1993,"[фантастика, боевик, триллер]","[США]"
"Милашка Рита",77,2003,"[комедия, криминал]","[Франция]"
"Жажда золота",81,1993,"[комедия]","[Франция]"
"Пожиратель змей",91,1989,"[боевик]","[Канада]"
"Дед Мороз – отморозок",88,1982,"[комедия]","[Франция]"
"Опасный поворот (мини-сериал)",199,1972,"[драма]","[СССР]"
"Загорелые на лыжах",90,1979,"[комедия]","[Франция]"
"Загорелые",87,1978,"[комедия]","[Франция]"
"Шальная баба",83,1991,"[боевик, драма]","[СССР]"
"Мой новый напарник",84,1990,"[фэнтези, боевик, комедия, приключения, семейный]","[США]"
"Рейд на Энтеббе (ТВ)",145,1976,"[боевик, драма, история]","[США]"
"Арена",115,1989,"[фантастика, боевик]","[Италия, США]"
"Думай по-крупному",86,1989,"[комедия]","[США]"
"Много шума из ничего",83,1973,"[комедия]","[СССР]"
"Канун всех святых (ТВ)",90,1993,"[мультфильм, фэнтези, семейный]","[США]"
"Коломбо: Кандидат на убийство (ТВ)",93,1973,"[драма, криминал, детектив]","[США]"
"Они",94,1954,"[ужасы, фантастика]","[США]"
"Девять жизней",96,2004,"[боевик, триллер, драма, приключения]","[Аруба, США]"
"Солдаты",90,1995,"[боевик, триллер, драма]","[США]"
"Парень из Борстальской тюрьмы",93,2000,"[драма, мелодрама]","[Великобритания, Ирландия]"
"Несчастный случай",105,1967,"[драма, криминал]","[Великобритания]"
"Мест нет",84,1999,"[драма, мелодрама, комедия]","[США]"
"Затворники Альтоны",114,1962,"[драма, история]","[Италия, Франция]"
"Исполнитель желаний",86,1997,"[ужасы, фэнтези]","[США]"
"Плохой Пиноккио",96,1996,"[ужасы, фэнтези]","[США]"
"Амазонки и гладиаторы",94,2001,"[боевик, драма, приключения]","[США, Германия]"
"Двойной агент",96,2004,"[триллер, драма, мелодрама]","[Канада, Великобритания, США, Мальта]"
"Гоголь Борделло Нон-Стоп",90,2008,"[документальный]","[США]"
"Лихорадка по девчонкам",98,2002,"[мелодрама, комедия]","[США]"
"Сумрак разума",90,2001,"[триллер, драма, детектив]","[Канада, Германия]"
"Ко мне, Пинг!",97,2000,"[комедия]","[США]"
"Клей",110,2006,"[драма]","[Аргентина, Великобритания]"
"Дантист 2",100,1998,"[ужасы, триллер]","[США]"
"Цифровой человек",95,1995,"[фантастика, боевик, триллер]","[США]"
"Мороженщик",84,1995,"[ужасы, триллер, комедия]","[США]"
"Эксперимент «Карнозавр»",83,1993,"[ужасы, фантастика]","[США]"
"Тихая ночь, смертельная ночь 5: Создатель игрушек (видео)",90,1991,"[ужасы, фантастика]","[США]"
"Инициация: Тихая ночь, смертельная ночь 4 (видео)",90,1990,"[ужасы]","[США]"
"Высшая школа рок-н-ролла",93,1979,"[комедия, музыка]","[США]"
"Занимаясь любовью",113,1982,"[драма]","[США]"
"Рискуя жизнью",93,1997,"[триллер, драма, комедия]","[США]"
"Чич и Чонг: Следующий фильм. Укуренные заживо!",99,1980,"[комедия, криминал]","[США]"
"Акулы 2 (видео)",98,2000,"[ужасы, триллер]","[ЮАР, США]"
"Клуб «Завтрак»",97,1985,"[драма]","[США]"
"Прерванный роман Тилли",74,1914,"[комедия]","[США]"
"Барселона",101,1994,"[драма, мелодрама, комедия]","[США]"
"Ведьма из Блэр 2: Книга теней",90,2000,"[ужасы, триллер, детектив, приключения]","[США]"
"Солнцестояние",87,2007,"[ужасы, триллер, детектив]","[США]"
"Ночь страшного суда",105,1993,"[боевик, триллер, драма, криминал]","[США, Япония]"
"Эд",94,1996,"[комедия, семейный, спорт]","[США]"
"Восхождение",98,2002,"[боевик, драма, приключения, семейный]","[США]"
"Между ног",115,1999,"[триллер, драма, мелодрама, детектив]","[Испания, Франция]"
"Лицом к лицу",106,1995,"[мелодрама, комедия]","[Испания]"
"Титька и луна",90,1994,"[мелодрама, комедия]","[Испания, Франция]"
"Возрасты Лулу",95,1990,"[драма]","[Испания]"
"Горничная с «Титаника»",101,1997,"[драма, мелодрама]","[Франция, Италия, Германия, Испания]"
"Раз, два, три... замри!",104,1993,"[драма, комедия]","[Франция]"
"Страх",75,1983,"[ужасы, триллер, драма]","[Австрия]"
"Остров мастодонтов",119,1992,"[драма]","[Франция]"
"Проклятие самоубийцы",106,2003,"[ужасы, триллер, детектив]","[США]"
"Ограбление",97,2002,"[боевик, триллер, мелодрама, криминал, детектив]","[Канада, США]"
"Проклятие",92,1987,"[ужасы, фантастика]","[США, Италия]"
"Чужой (ТВ)",85,2001,"[ужасы, фантастика, боевик, триллер]","[США]"
"Пеппи Длинный Чулок",75,1997,"[мультфильм, мюзикл, комедия, семейный]","[Швеция, Германия, Канада]"
"Секс, ложь, безумие",103,1993,"[триллер, драма, детектив]","[США]"
"Король скейтборда",87,2001,"[комедия, семейный, спорт]","[Канада, США]"
"Брачные игры земных обитателей",88,1999,"[фантастика, комедия]","[США]"
"Логово змея",90,1995,"[ужасы, триллер]","[США]"
"Мелроуз Плэйс (сериал 1992 – 1999)",43,1992,"[драма]","[США]"
"Госпожа Метелица",59,1963,"[фэнтези, семейный]","[Германия (ГДР)]"
"Крестный отец: Трилогия 1901-1980 (видео)",583,1992,"[триллер, драма, криминал]","[США]"
"Райский проект",99,2008,"[триллер, драма, детектив]","[США, Канада, Великобритания]"
"Быть Флинном",102,2011,"[драма]","[США]"
"Проблески надежды",114,1998,"[драма, мелодрама]","[США]"
"Травля","-",1975,"[триллер, драма]","[Франция, Италия]"
"Ассистентка",85,2006,"[триллер, драма, музыка]","[Франция]"
"За стеклом",110,1987,"[ужасы, драма]","[Испания]"
"Похороны Сталина",109,1990,"[драма, мелодрама]","[СССР]"
"Слепая любовь",168,2006,"[триллер, драма, мелодрама]","[Индия]"
"Сердцу не прикажешь",150,1991,"[мюзикл, драма, комедия, приключения]","[Индия]"
"Беспокойная Анна",118,2007,"[драма, мелодрама]","[Испания]"
"Блэйд 3: Троица",122,2004,"[ужасы, фантастика, фэнтези, боевик, триллер, приключения]","[США]"
"Детонатор (видео)",91,2006,"[боевик, триллер]","[США, Румыния]"
"Критическое состояние",100,1987,"[комедия]","[США]"
"Смотрите все!",90,2006,"[комедия]","[США]"
"А вдруг это любовь?",90,2007,"[драма, мелодрама, комедия]","[Франция]"
"Дневники няни",105,2007,"[драма, мелодрама, комедия]","[США]"
"Вампиры: Жажда крови",88,2006,"[ужасы, триллер]","[США]"
"Москва Zero",82,2006,"[ужасы, боевик, триллер, драма, детектив]","[Испания, Великобритания]"
"Бандиты",107,2006,"[триллер, криминал]","[Франция]"
"Иоанна – женщина на папском престоле",149,2009,"[драма, мелодрама]","[Германия, Великобритания, Италия, Испания]"
"Звезда родилась",140,1976,"[драма, мелодрама, музыка]","[США]"
"Контроль",122,2007,"[драма, биография, музыка]","[Великобритания, США, Австралия, Япония]"
"Хроники мутантов",100,2008,"[ужасы, фантастика, боевик, приключения]","[США, Великобритания]"
"Принесите мне голову Альфредо Гарсиа",112,1974,"[боевик, триллер, драма, криминал, вестерн]","[США, Мексика]"
"Кус-Кус и Барабулька",150,2007,"[драма]","[Франция]"
"Друг моей подруги",103,1987,"[драма, мелодрама, комедия]","[Франция]"
"Полный облом",86,2006,"[триллер, комедия, криминал]","[Великобритания, Канада]"
"Предвестники бури",95,2004,"[фантастика, боевик, комедия, приключения, семейный]","[Великобритания, Франция]"
"Кемпинг",95,2006,"[комедия]","[Франция]"
"Я вышла замуж за странную личность",72,1997,"[мультфильм, фантастика, фэнтези, драма, комедия]","[США]"
"Воскрешая чемпиона",112,2007,"[драма, спорт]","[США]"
"Горец 4: Конец игры",101,2000,"[фантастика, фэнтези, боевик, приключения]","[США]"
